segment,dateApp,dateDepart,dateReturn,ZipCode,Country,tripCost,travelersCount,nightsCount
Economy,2024-08-07,2024-08-21,2024-08-29,28766,US,919.67,1,8
Standard,2023-09-23,2023-10-06,2023-10-11,68604,US,450.51,1,5
Premium,2023-12-06,2023-12-20,2023-12-27,74515,US,697.40,1,7
Economy,2023-08-04,2023-08-13,2023-08-17,56203,US,476.51,2,4
Economy,2023-11-14,2023-11-30,2023-12-05,45986,US,387.99,2,5
Economy,2024-09-29,2024-10-12,2024-10-16,71254,US,460.73,1,4
Economy,2024-02-01,2024-02-14,2024-02-19,99456,US,338.29,1,5
Economy,2023-06-13,2023-06-28,2023-07-07,32300,US,958.16,1,9
Premium,2024-12-24,2025-01-02,2025-01-04,76233,US,235.66,4,2
Premium,2022-07-31,2022-08-20,2022-08-21,69234,US,88.35,3,1
Economy,2024-08-10,2024-08-26,2024-08-30,99105,US,468.77,2,4
Standard,2024-10-06,2024-10-17,2024-10-19,34061,US,97.14,2,2
Economy,2023-02-15,2023-03-01,2023-03-08,14345,US,824.72,1,7
Standard,2024-11-12,2024-11-27,2024-12-01,14342,US,245.17,1,4
Standard,2023-02-17,2023-03-06,2023-03-09,34485,US,284.48,1,3
Standard,2023-05-05,2023-05-18,2023-05-22,59891,US,384.86,5,4
Standard,2024-02-16,2024-02-28,2024-03-03,35956,US,233.44,1,4
Economy,2024-07-27,2024-08-06,2024-08-07,12272,France,97.05,3,1
Economy,2023-01-26,2023-02-10,2023-02-17,53040,US,896.53,1,7
Premium,2023-07-20,2023-07-31,2023-08-04,21021,US,689.74,1,4
Economy,2022-06-21,2022-06-30,2022-07-02,04701,US,89.79,2,2
Standard,2023-05-11,2023-05-22,2023-05-30,16837,Japan,772.90,1,8
Standard,2022-08-07,2022-08-21,2022-08-24,89446,Brazil,289.71,5,3
Economy,2023-10-28,2023-11-13,2023-11-17,90570,US,412.34,3,4
Economy,2024-12-13,2024-12-22,2024-12-26,03811,US,475.35,1,4
Economy,2022-12-13,2022-12-23,2022-12-25,77399,US,289.27,4,2
Premium,2023-10-05,2023-10-14,2023-10-18,19081,US,585.49,1,4
Premium,2023-07-05,2023-07-20,2023-07-22,55643,US,105.67,2,2
Premium,2023-07-08,2023-07-16,2023-07-18,45806,US,254.73,2,2
Economy,2022-04-28,2022-05-07,2022-05-09,96441,US,208.67,2,2
Economy,2024-07-30,2024-08-08,2024-08-12,56472,US,332.78,1,4
Standard,2024-06-19,2024-07-04,2024-07-07,88096,US,371.65,2,3
Economy,2024-07-24,2024-08-02,2024-08-05,07013,US,145.13,2,3
Economy,2023-12-30,2024-01-18,2024-01-21,48056,US,342.24,4,3
Standard,2024-06-22,2024-07-05,2024-07-08,59773,US,310.73,2,3
Economy,2024-04-11,2024-04-26,2024-04-30,67267,US,391.99,2,4
Economy,2022-04-13,2022-04-29,2022-05-08,61857,Germany,788.21,1,9
Economy,2023-07-02,2023-07-13,2023-07-15,97852,US,224.67,5,2
Economy,2023-06-22,2023-07-11,2023-07-17,08961,US,502.35,1,6
Economy,2022-07-18,2022-08-08,2022-08-11,29715,Germany,164.02,1,3
Economy,2024-12-18,2025-01-04,2025-01-11,12731,US,481.16,1,7
Standard,2022-09-08,2022-09-26,2022-10-01,56556,US,488.48,1,5
Premium,2023-02-18,2023-02-24,2023-02-27,03974,US,453.86,2,3
Economy,2022-07-18,2022-08-06,2022-08-11,23743,US,656.62,1,5
Premium,2022-12-15,2022-12-24,2022-12-27,93763,US,335.46,4,3
Standard,2024-02-24,2024-03-08,2024-03-10,97060,US,189.59,2,2
Economy,2022-07-28,2022-08-08,2022-08-10,22009,Canada,266.22,1,2
Economy,2024-01-17,2024-02-02,2024-02-08,58648,US,821.41,1,6
Premium,2024-08-24,2024-09-09,2024-09-15,87133,US,596.53,1,6
Premium,2022-10-11,2022-10-23,2022-10-31,18308,US,981.46,1,8
Premium,2023-12-10,2023-12-25,2023-12-31,60337,US,855.20,1,6
Economy,2023-07-29,2023-08-23,2023-08-25,09510,US,163.28,1,2
Economy,2023-04-19,2023-05-07,2023-05-11,19604,US,364.16,1,4
Economy,2024-11-17,2024-11-30,2024-12-04,54029,US,559.37,2,4
Economy,2024-02-20,2024-03-07,2024-03-11,08683,France,510.76,1,4
Economy,2022-10-20,2022-10-28,2022-11-02,94344,US,186.12,2,5
Premium,2024-09-26,2024-10-07,2024-10-10,22247,US,322.98,3,3
Economy,2024-04-19,2024-05-04,2024-05-08,58978,US,621.14,1,4
Standard,2024-03-14,2024-03-26,2024-03-28,44743,US,141.80,1,2
Premium,2024-06-07,2024-06-15,2024-06-17,76800,US,286.52,2,2
Economy,2022-11-15,2022-11-26,2022-11-30,91415,Spain,492.18,1,4
Economy,2024-07-20,2024-07-27,2024-07-31,49511,US,453.50,1,4
Premium,2023-06-10,2023-06-23,2023-06-28,52203,,663.39,1,5
Standard,2023-09-01,2023-09-17,2023-09-22,88861,US,304.70,1,5
Standard,2023-07-05,2023-07-24,2023-07-26,56853,US,210.60,3,2
Economy,2023-05-31,2023-06-19,2023-06-23,11288,US,370.87,1,4
Standard,2024-10-30,2024-11-16,2024-11-20,14642,US,438.09,1,4
Premium,2022-07-29,2022-08-21,2022-08-23,72675,Australia,175.93,3,2
Economy,2023-08-02,2023-08-15,2023-08-21,99381,US,523.61,1,6
Standard,2024-07-18,2024-07-26,2024-08-01,01585,US,461.64,1,6
Economy,2024-02-25,2024-03-09,2024-03-15,60038,US,364.08,2,6
Economy,2023-09-08,2023-09-19,2023-09-22,33668,US,307.37,3,3
Economy,2024-06-24,2024-07-08,2024-07-13,74440,US,408.05,1,5
Standard,2023-02-20,2023-03-05,2023-03-07,15197,US,241.09,2,2
Economy,2024-04-30,2024-05-16,2024-05-21,33934,Mexico,473.91,3,5
Economy,2023-12-08,2023-12-21,2023-12-24,53087,US,223.38,2,3
Premium,2022-06-07,2022-06-21,2022-06-28,72346,Mexico,590.33,1,7
Economy,2022-03-30,2022-04-16,2022-04-20,27763,US,416.28,2,4
Standard,2022-11-27,2022-12-22,2022-12-24,73237,US,144.74,1,2
Standard,2023-08-19,2023-09-04,2023-09-06,50673,US,236.97,1,2
Standard,2023-08-12,2023-08-24,2023-09-01,52183,US,582.88,1,8
Premium,2023-07-11,2023-07-25,2023-07-31,90301,US,601.20,1,6
Standard,2022-02-09,2022-02-25,2022-03-05,19925,US,853.29,1,8
Economy,2024-05-20,2024-06-02,2024-06-06,86841,US,342.96,5,4
Standard,2022-03-03,2022-03-18,2022-03-24,74893,US,705.76,1,6
Standard,2024-05-10,2024-05-16,2024-05-22,35816,US,544.35,3,6
Standard,2023-03-16,2023-03-26,2023-03-30,44346,US,298.28,1,4
Economy,2022-12-09,2022-12-26,2023-01-02,20373,US,969.15,1,7
Economy,2023-12-05,2023-12-26,2023-12-29,87959,US,366.36,1,3
Standard,2024-01-09,2024-01-27,2024-01-30,93602,US,414.31,1,3
Premium,2024-04-20,2024-05-06,2024-05-10,32287,US,236.02,1,4
Economy,2024-07-25,2024-08-08,2024-08-10,95791,US,193.72,3,2
Standard,2022-07-30,2022-08-10,2022-08-12,45037,US,229.15,4,2
Economy,2022-11-02,2022-11-19,2022-11-22,17574,US,217.32,1,3
Premium,2023-07-02,2023-07-13,2023-07-14,10084,US,102.50,1,1
Economy,2024-10-02,2024-10-17,2024-10-18,11227,US,105.17,2,1
Standard,2023-11-10,2023-11-21,2023-11-23,36645,US,183.71,1,2
Premium,2024-10-04,2024-10-13,2024-10-18,28870,US,304.64,2,5
Standard,2024-09-30,2024-10-14,2024-10-17,58853,Australia,344.66,2,3
Premium,2022-09-07,2022-09-19,2022-09-22,07026,US,345.09,1,3
Economy,2024-07-28,2024-08-09,2024-08-13,55863,US,212.90,1,4
Economy,2023-09-21,2023-10-02,2023-10-04,66216,,142.86,2,2
Premium,2023-07-24,2023-08-10,2023-08-13,60845,Brazil,272.90,3,3
Economy,2022-08-18,2022-09-01,2022-09-08,95473,US,375.12,1,7
Economy,2023-06-04,2023-06-18,2023-06-19,53762,France,137.56,1,1
Economy,2023-05-11,2023-05-24,2023-05-25,98614,US,112.44,1,1
Economy,2023-07-06,2023-07-18,2023-07-25,30070,US,616.99,4,7
Standard,2023-09-24,2023-10-08,2023-10-12,11415,US,476.23,3,4
Standard,2023-08-23,2023-09-05,2023-09-12,90663,US,664.09,1,7
Economy,2022-05-04,2022-05-16,2022-05-23,42895,US,719.32,1,7
Economy,2024-01-20,2024-02-01,2024-02-04,65040,US,389.55,2,3
Premium,2023-05-19,2023-05-31,2023-06-05,76062,US,587.01,1,5
Economy,2023-08-07,2023-08-17,2023-08-25,31365,Mexico,1072.42,1,8
Economy,2024-07-23,2024-08-06,2024-08-09,96354,US,271.24,1,3
Economy,2024-04-23,2024-05-04,2024-05-08,10847,Germany,519.97,1,4
Standard,2024-05-12,2024-06-01,2024-06-04,26831,US,378.56,1,3
Economy,2024-10-15,2024-10-27,2024-10-31,84393,,419.78,1,4
Economy,2023-11-04,2023-11-26,2023-11-30,52356,US,318.98,3,4
Economy,2023-08-08,2023-08-23,2023-08-30,82058,US,627.92,2,7
Standard,2022-05-04,2022-05-18,2022-05-20,99746,US,238.07,3,2
Standard,2022-06-05,2022-06-23,2022-06-26,20174,Australia,402.90,1,3
Economy,2023-09-13,2023-09-24,2023-09-28,73133,Canada,330.52,1,4
Economy,2022-03-16,2022-03-30,2022-04-02,94884,US,366.47,1,3
Economy,2022-12-30,2023-01-07,2023-01-12,49287,US,192.81,1,5
Economy,2022-06-10,2022-06-22,2022-06-25,03587,US,295.45,1,3
Standard,2024-07-16,2024-07-31,2024-08-09,73980,US,726.96,1,9
Economy,2022-08-13,2022-08-25,2022-09-01,82252,US,709.51,2,7
Economy,2023-12-12,2023-12-29,2024-01-02,29555,US,219.36,1,4
Standard,2022-01-07,2022-01-19,2022-01-22,03514,,264.98,3,3
Standard,2024-03-28,2024-04-10,2024-04-22,51966,US,1062.88,1,12
Economy,2022-05-29,2022-06-15,2022-06-19,89255,US,410.98,2,4
Economy,2022-12-17,2023-01-01,2023-01-03,04501,US,173.47,1,2
Economy,2022-03-05,2022-03-19,2022-03-25,03974,France,477.43,2,6
Standard,2023-01-18,2023-02-04,2023-02-05,27915,US,135.78,1,1
Standard,2023-07-02,2023-07-20,2023-07-24,49427,US,591.37,2,4
Economy,2022-08-04,2022-08-14,2022-08-16,70951,US,155.99,1,2
Standard,2024-04-02,2024-04-19,2024-04-24,94672,US,578.25,1,5
Standard,2024-12-16,2024-12-29,2025-01-06,18068,US,1033.26,3,8
Standard,2024-12-31,2025-01-16,2025-01-20,77147,US,326.14,1,4
Economy,2022-08-25,2022-09-10,2022-09-19,75311,Germany,618.26,1,9
Standard,2024-02-02,2024-02-12,2024-02-18,73904,US,802.72,1,6
Standard,2024-12-13,2025-01-01,2025-01-03,05124,US,140.84,1,2
Premium,2024-07-25,2024-08-08,2024-08-10,26874,US,127.41,3,2
Premium,2022-04-09,2022-04-16,2022-04-21,64936,US,658.92,1,5
Economy,2024-10-03,2024-10-18,2024-10-22,84463,US,316.73,1,4
Premium,2023-12-22,2024-01-03,2024-01-09,37083,US,662.08,4,6
Economy,2024-10-02,2024-10-13,2024-10-19,12578,US,521.94,1,6
Economy,2022-03-25,2022-04-12,2022-04-19,10606,UK,758.39,1,7
Standard,2022-09-28,2022-10-09,2022-10-12,37456,US,179.94,1,3
Standard,2022-06-14,2022-06-24,2022-06-29,89870,,431.36,2,5
Standard,2022-03-14,2022-03-26,2022-03-30,07353,US,360.81,3,4
Economy,2022-06-25,2022-07-11,2022-07-16,35135,US,478.01,3,5
Economy,2022-08-22,2022-09-09,2022-09-13,19299,US,501.77,2,4
Premium,2024-07-14,2024-07-28,2024-08-02,09275,France,462.06,2,5
Economy,2022-09-27,2022-10-09,2022-10-16,50368,US,797.58,3,7
Economy,2023-06-13,2023-07-02,2023-07-03,48926,US,85.75,1,1
Premium,2024-01-21,2024-02-04,2024-02-07,90835,US,370.06,2,3
Economy,2024-07-15,2024-07-30,2024-08-01,08893,US,169.71,1,2
Standard,2024-05-08,2024-05-23,2024-05-27,93582,US,457.60,1,4
Economy,2022-12-31,2023-01-08,2023-01-12,54461,US,341.08,2,4
Economy,2024-04-23,2024-05-01,2024-05-03,85085,US,208.82,1,2
Standard,2022-01-22,2022-02-04,2022-02-05,53343,US,117.63,1,1
Economy,2022-07-24,2022-08-05,2022-08-08,98840,US,132.77,1,3
Standard,2024-09-17,2024-09-29,2024-10-03,60419,US,261.80,1,4
Standard,2022-05-07,2022-05-19,2022-05-23,68503,US,501.80,1,4
Economy,2024-10-24,2024-11-07,2024-11-11,26919,US,277.88,1,4
Standard,2024-12-12,2024-12-30,2025-01-05,38641,US,444.59,3,6
Economy,2022-08-18,2022-08-24,2022-08-27,71872,US,376.60,2,3
Economy,2024-03-18,2024-04-10,2024-04-11,50820,US,118.38,1,1
Premium,2024-12-15,2025-01-01,2025-01-06,70791,US,491.23,2,5
Standard,2024-07-16,2024-07-31,2024-08-05,54655,US,653.39,1,5
Premium,2023-04-24,2023-05-09,2023-05-16,21311,US,593.07,2,7
Standard,2023-09-24,2023-10-05,2023-10-10,46671,,607.79,1,5
Standard,2023-05-12,2023-05-30,2023-06-02,49937,US,312.25,2,3
Standard,2022-05-30,2022-06-07,2022-06-10,50661,Brazil,327.04,1,3
Standard,2022-07-30,2022-08-11,2022-08-16,79634,US,465.69,1,5
Economy,2022-01-14,2022-01-27,2022-02-01,56778,US,442.99,2,5
Standard,2023-10-21,2023-11-09,2023-11-14,35465,US,582.85,1,5
Economy,2024-06-18,2024-07-01,2024-07-09,56295,US,655.33,1,8
Economy,2022-11-20,2022-12-08,2022-12-09,82131,US,103.94,1,1
Economy,2022-08-28,2022-09-08,2022-09-12,68259,UK,258.19,1,4
Economy,2024-01-07,2024-01-19,2024-01-22,86696,Italy,246.04,1,3
Standard,2024-12-26,2025-01-05,2025-01-08,40754,Brazil,351.47,1,3
Standard,2023-09-14,2023-09-25,2023-09-27,91924,US,147.06,3,2
Economy,2022-09-09,2022-09-27,2022-10-05,18512,US,1034.98,1,8
Standard,2023-09-08,2023-09-30,2023-10-05,53588,US,528.51,3,5
Premium,2024-07-16,2024-07-28,2024-08-02,13306,France,732.32,3,5
Standard,2023-12-16,2023-12-30,2024-01-02,29786,US,237.80,1,3
Standard,2024-04-26,2024-05-07,2024-05-09,56112,US,235.78,1,2
Standard,2024-10-17,2024-11-02,2024-11-07,95615,US,320.71,1,5
Economy,2023-07-07,2023-07-18,2023-07-22,03640,US,504.44,2,4
Standard,2024-01-13,2024-01-26,2024-01-28,02947,US,263.98,1,2
Economy,2024-12-14,2024-12-27,2024-12-31,43163,US,326.66,1,4
Economy,2024-11-20,2024-12-01,2024-12-03,87157,US,251.54,5,2
Economy,2024-06-10,2024-06-24,2024-06-28,25982,US,283.19,3,4
Standard,2024-07-18,2024-08-03,2024-08-10,38378,US,604.83,3,7
Premium,2024-08-12,2024-08-25,2024-08-28,25598,US,403.61,1,3
Economy,2022-03-14,2022-03-25,2022-03-29,85408,US,342.31,3,4
Economy,2023-12-23,2024-01-05,2024-01-07,34899,US,224.07,2,2
Premium,2024-01-09,2024-01-17,2024-01-22,87061,US,351.48,1,5
Economy,2022-04-11,2022-04-26,2022-04-30,01800,US,294.23,1,4
Standard,2023-01-07,2023-01-24,2023-01-27,73265,US,345.00,3,3
Economy,2024-05-24,2024-06-08,2024-06-15,35748,US,926.68,1,7
Standard,2022-09-06,2022-09-25,2022-09-28,53836,US,385.82,2,3
Economy,2023-04-01,2023-04-17,2023-04-20,78883,US,232.16,4,3
Economy,2023-05-16,2023-05-26,2023-05-31,59844,US,676.20,2,5
Standard,2022-12-07,2022-12-25,2023-01-04,32242,France,1011.25,1,10
Standard,2023-07-24,2023-08-05,2023-08-09,86232,,357.06,1,4
Economy,2023-12-30,2024-01-10,2024-01-12,47973,UK,195.97,1,2
Economy,2022-11-04,2022-11-16,2022-11-21,75181,Germany,311.07,3,5
Standard,2023-09-19,2023-10-06,2023-10-09,99165,US,269.28,1,3
Economy,2023-11-07,2023-11-25,2023-11-30,73553,US,575.88,2,5
Economy,2024-03-11,2024-04-07,2024-04-09,43898,US,211.26,2,2
Standard,2022-12-07,2022-12-15,2022-12-19,34986,Canada,353.31,2,4
Standard,2023-03-13,2023-03-21,2023-03-26,71376,US,714.71,1,5
Premium,2024-07-17,2024-08-02,2024-08-06,82363,US,321.33,1,4
Economy,2023-08-10,2023-08-26,2023-08-28,47712,US,158.17,1,2
Standard,2023-08-23,2023-09-06,2023-09-10,04044,Spain,378.20,1,4
Standard,2022-06-22,2022-07-08,2022-07-17,81920,US,977.30,1,9
Standard,2022-05-19,2022-05-30,2022-06-03,14648,Australia,297.13,2,4
Economy,2024-07-02,2024-07-20,2024-07-24,20821,US,392.06,3,4
Economy,2022-06-07,2022-06-25,2022-06-28,37204,Germany,208.87,1,3
Economy,2022-01-19,2022-02-03,2022-02-05,87062,US,153.53,1,2
Economy,2022-02-03,2022-02-22,2022-03-03,78941,US,759.97,3,9
Economy,2022-06-05,2022-06-18,2022-06-24,08033,US,556.81,1,6
Economy,2022-06-12,2022-06-22,2022-06-25,30789,US,316.51,1,3
Economy,2024-08-22,2024-09-01,2024-09-06,76340,US,449.82,1,5
Economy,2023-11-29,2023-12-17,2023-12-20,39467,US,361.71,1,3
Premium,2023-11-14,2023-12-05,2023-12-09,51479,US,292.91,3,4
Standard,2023-09-12,2023-10-02,2023-10-05,15603,Canada,262.93,2,3
Premium,2024-10-16,2024-10-27,2024-10-29,52428,Australia,135.81,1,2
Economy,2022-01-30,2022-02-13,2022-02-18,05338,Germany,504.29,1,5
Standard,2023-06-22,2023-07-08,2023-07-11,91751,US,201.05,2,3
Economy,2024-08-28,2024-09-02,2024-09-04,84075,US,189.38,1,2
Standard,2022-07-12,2022-07-23,2022-07-27,00372,,445.06,2,4
Economy,2023-04-23,2023-05-05,2023-05-08,36747,US,286.07,2,3
Standard,2024-05-08,2024-05-22,2024-05-23,43712,US,68.01,1,1
Standard,2022-02-03,2022-02-14,2022-02-19,01201,US,716.82,1,5
Economy,2023-04-20,2023-05-06,2023-05-10,37265,US,256.07,2,4
Economy,2023-01-17,2023-01-26,2023-02-01,01140,US,707.13,1,6
Standard,2023-11-24,2023-12-02,2023-12-09,45060,Mexico,865.46,1,7
Standard,2022-06-23,2022-07-12,2022-07-18,98437,Spain,502.58,1,6
Standard,2024-07-24,2024-08-02,2024-08-06,20346,US,464.12,2,4
Economy,2023-04-16,2023-05-04,2023-05-14,13982,US,1326.18,2,10
Premium,2024-04-10,2024-04-26,2024-05-01,63576,Japan,686.04,3,5
Standard,2023-07-18,2023-08-06,2023-08-11,00554,US,471.35,1,5
Standard,2023-12-24,2024-01-07,2024-01-10,12623,US,193.37,1,3
Premium,2023-10-12,2023-10-21,2023-10-24,68582,US,282.58,1,3
Economy,2023-07-25,2023-08-15,2023-08-16,52929,US,88.97,2,1
Economy,2022-01-25,2022-02-05,2022-02-07,61690,Spain,292.61,1,2
Economy,2024-05-05,2024-05-21,2024-05-24,83310,Mexico,383.14,1,3
Premium,2024-07-14,2024-07-31,2024-08-02,13961,US,179.11,4,2
Standard,2023-04-10,2023-04-21,2023-04-23,99317,US,204.38,1,2
Economy,2024-01-25,2024-02-06,2024-02-08,29234,Japan,182.38,1,2
Economy,2022-02-14,2022-03-01,2022-03-06,19745,US,570.30,1,5
Economy,2023-06-14,2023-06-21,2023-06-24,71290,,321.68,1,3
Economy,2023-08-11,2023-08-21,2023-08-22,24707,Australia,97.75,2,1
Standard,2022-08-04,2022-08-15,2022-08-18,57052,US,348.52,3,3
Premium,2022-12-15,2022-12-28,2023-01-02,05621,UK,320.20,1,5
Economy,2024-09-05,2024-09-14,2024-09-21,14117,US,691.42,3,7
Standard,2022-12-03,2022-12-19,2022-12-21,41829,US,201.17,1,2
Economy,2024-12-31,2025-01-14,2025-01-19,55931,Germany,561.36,1,5
Economy,2024-03-12,2024-03-22,2024-03-23,32811,US,104.95,2,1
Standard,2023-07-09,2023-07-18,2023-07-19,26038,US,79.40,1,1
Standard,2022-01-20,2022-02-02,2022-02-06,19714,US,380.39,1,4
Economy,2022-01-03,2022-01-22,2022-01-25,43666,US,348.47,3,3
Premium,2024-01-02,2024-01-13,2024-01-14,15565,Brazil,114.15,5,1
Economy,2022-03-10,2022-03-21,2022-03-26,03753,US,532.93,1,5
Standard,2022-08-18,2022-08-27,2022-09-02,01162,US,821.63,2,6
Economy,2022-02-08,2022-02-23,2022-02-26,52732,,271.68,4,3
Standard,2023-01-13,2023-02-04,2023-02-10,36078,Italy,571.16,1,6
Economy,2022-06-17,2022-07-03,2022-07-04,25337,US,114.85,1,1
Economy,2023-06-29,2023-07-13,2023-07-16,87818,US,292.96,1,3
Economy,2024-09-19,2024-10-04,2024-10-06,50075,Germany,197.52,2,2
Standard,2024-05-08,2024-05-20,2024-05-24,31503,US,320.98,1,4
Standard,2023-06-20,2023-06-28,2023-07-03,18877,US,721.33,1,5
Standard,2023-03-18,2023-03-31,2023-04-02,52999,US,171.03,3,2
Economy,2024-03-02,2024-03-14,2024-03-19,41623,US,593.88,1,5
Economy,2024-06-19,2024-07-07,2024-07-10,17789,US,321.04,1,3
Premium,2024-07-08,2024-07-18,2024-07-24,52538,Germany,429.59,1,6
Premium,2022-04-24,2022-05-03,2022-05-07,91337,US,501.81,4,4
Standard,2023-06-20,2023-07-03,2023-07-05,36868,US,216.72,1,2
Standard,2024-12-16,2024-12-23,2024-12-25,82104,US,163.93,1,2
Economy,2024-07-15,2024-07-26,2024-07-27,71044,France,113.71,2,1
Standard,2023-06-14,2023-07-02,2023-07-11,78552,US,981.93,1,9
Standard,2023-07-12,2023-07-25,2023-07-28,10776,US,353.49,1,3
Economy,2023-12-27,2024-01-12,2024-01-16,86504,US,310.90,2,4
Premium,2023-09-06,2023-09-16,2023-09-17,88770,US,78.60,1,1
Economy,2023-07-23,2023-08-06,2023-08-08,41760,Japan,165.11,1,2
Economy,2023-06-30,2023-07-12,2023-07-16,60986,US,315.64,3,4
Economy,2024-07-28,2024-08-10,2024-08-14,21079,US,466.34,2,4
Premium,2024-06-20,2024-07-02,2024-07-06,24663,Brazil,433.89,3,4
Premium,2024-11-15,2024-12-01,2024-12-03,80649,US,231.13,1,2
Economy,2024-08-27,2024-09-08,2024-09-12,82918,US,408.81,1,4
Economy,2022-08-01,2022-09-05,2022-09-08,65872,US,369.55,1,3
Standard,2022-07-14,2022-07-26,2022-07-29,02295,US,331.32,1,3
Economy,2022-02-12,2022-03-10,2022-03-12,78002,US,221.12,1,2
Economy,2022-03-12,2022-03-25,2022-03-30,63990,Mexico,508.30,1,5
Premium,2024-07-24,2024-08-03,2024-08-06,66325,US,262.99,1,3
Economy,2022-02-05,2022-02-21,2022-02-23,34394,US,239.77,1,2
Standard,2023-06-13,2023-06-25,2023-06-26,67229,France,101.01,1,1
Standard,2022-07-13,2022-07-20,2022-07-26,17984,US,763.35,2,6
Standard,2022-04-06,2022-04-18,2022-04-20,17739,US,193.84,4,2
Premium,2023-04-09,2023-04-26,2023-05-06,30739,US,970.16,2,10
Economy,2022-07-20,2022-08-09,2022-08-12,69814,Germany,139.10,1,3
Economy,2023-03-15,2023-03-27,2023-03-30,20416,US,232.77,2,3
Standard,2023-08-17,2023-09-05,2023-09-09,69351,US,431.86,1,4
Premium,2023-07-27,2023-08-05,2023-08-08,21393,US,255.00,2,3
Standard,2024-11-23,2024-12-05,2024-12-07,43064,US,117.78,5,2
Economy,2023-12-21,2024-01-05,2024-01-09,77066,US,351.51,2,4
Standard,2022-11-18,2022-11-30,2022-12-02,97074,Brazil,228.09,5,2
Standard,2024-10-18,2024-10-27,2024-10-30,76813,US,295.88,1,3
Economy,2023-09-04,2023-09-12,2023-09-18,87285,US,486.42,1,6
Standard,2024-02-01,2024-02-13,2024-02-17,83888,US,446.34,3,4
Premium,2024-12-29,2025-01-13,2025-01-17,72787,US,380.99,1,4
Economy,2024-10-19,2024-11-03,2024-11-06,43709,US,307.70,2,3
Standard,2022-06-17,2022-06-29,2022-07-02,33837,Mexico,253.71,2,3
Economy,2023-06-04,2023-06-21,2023-06-26,34525,US,712.29,2,5
Standard,2023-05-06,2023-05-13,2023-05-19,70739,US,789.80,3,6
Economy,2024-10-13,2024-10-22,2024-10-25,90100,France,133.90,1,3
Economy,2024-04-24,2024-05-06,2024-05-11,33533,US,461.36,1,5
Standard,2022-11-03,2022-11-13,2022-11-23,14908,US,1289.52,2,10
Economy,2024-08-04,2024-08-14,2024-08-19,52697,US,415.15,1,5
Economy,2023-08-24,2023-09-05,2023-09-11,15128,Germany,615.87,2,6
Standard,2023-06-25,2023-07-11,2023-07-12,58051,US,118.47,1,1
Standard,2022-03-20,2022-04-03,2022-04-09,99997,US,681.09,1,6
Economy,2023-02-27,2023-03-11,2023-03-16,65047,US,675.74,4,5
Standard,2023-08-15,2023-08-26,2023-08-29,18290,US,360.37,2,3
Standard,2022-10-18,2022-11-06,2022-11-10,04735,Brazil,446.47,1,4
Economy,2022-01-16,2022-01-28,2022-02-05,65757,Japan,753.21,2,8
Economy,2023-08-07,2023-08-25,2023-08-28,32892,US,197.76,1,3
Standard,2024-06-16,2024-06-25,2024-06-28,79722,US,156.17,3,3
Economy,2022-07-21,2022-07-27,2022-07-30,20552,US,350.27,4,3
Premium,2023-11-05,2023-11-14,2023-11-17,67261,US,299.01,1,3
Premium,2022-12-18,2022-12-30,2023-01-01,52915,US,202.32,1,2
Economy,2023-08-16,2023-08-26,2023-08-30,11267,US,380.17,1,4
Economy,2022-09-17,2022-10-01,2022-10-05,23520,US,455.26,1,4
Economy,2022-07-20,2022-08-09,2022-08-11,65839,US,206.67,1,2
Standard,2023-09-04,2023-10-02,2023-10-07,96390,Spain,690.69,1,5
Standard,2022-04-03,2022-04-15,2022-04-19,25945,US,241.43,3,4
Economy,2024-07-13,2024-07-27,2024-07-31,60924,US,398.59,1,4
Standard,2024-01-16,2024-02-02,2024-02-04,88867,US,114.30,1,2
Standard,2023-03-26,2023-04-01,2023-04-08,82184,UK,732.41,1,7
Premium,2023-06-19,2023-06-30,2023-07-02,92447,US,242.40,1,2
Economy,2024-06-10,2024-06-24,2024-07-03,15427,US,853.42,1,9
Standard,2024-07-31,2024-08-15,2024-08-18,02474,US,362.65,1,3
Economy,2024-05-05,2024-05-19,2024-05-24,48714,Spain,599.29,2,5
Economy,2024-04-19,2024-05-10,2024-05-14,63099,US,173.83,1,4
Economy,2023-09-30,2023-10-12,2023-10-15,83404,US,355.63,2,3
Economy,2024-02-25,2024-03-12,2024-03-15,25328,US,323.12,1,3
Premium,2024-07-01,2024-07-11,2024-07-13,02357,US,217.27,1,2
Standard,2022-07-09,2022-07-21,2022-07-25,95509,US,393.84,3,4
Standard,2024-04-18,2024-04-26,2024-04-30,15921,US,463.25,1,4
Standard,2024-06-02,2024-06-14,2024-06-16,06388,US,167.13,1,2
Standard,2022-12-09,2022-12-29,2023-01-02,51086,US,412.74,4,4
Standard,2023-08-15,2023-08-25,2023-08-29,02828,US,501.03,2,4
Economy,2023-02-19,2023-03-06,2023-03-10,55070,US,390.03,2,4
Standard,2023-03-21,2023-03-28,2023-04-02,22580,US,471.46,1,5
Standard,2023-07-30,2023-08-11,2023-08-19,22076,,691.88,1,8
Economy,2022-04-13,2022-05-01,2022-05-04,56813,US,349.82,5,3
Economy,2022-06-13,2022-06-24,2022-06-27,06616,US,320.93,3,3
Economy,2022-06-02,2022-06-16,2022-06-21,87157,US,519.10,2,5
Economy,2023-12-08,2023-12-25,2023-12-27,13389,US,240.12,1,2
Standard,2023-11-04,2023-11-23,2023-11-26,20104,US,281.75,1,3
